"Target"	"AverageTargetDepthAcrossHSP"	"max100AverageTargetDepth"	"Length"
"1177"	"contig158340|SF3B3|8"	4.96173553436237	5.37513784935236	293
"1180"	"contig158443|SATB1|11"	7.8548067751497	9.36403851753352	257
"1181"	"contig158465|RBM38|6"	9.15104685945946	10.9591799280533	310
"1182"	"contig158479|MAP3K15|6"	6.67244769315656	7.48914127257292	185
"1183"	"contig158493|ZDHHC13|8"	12.9031345502843	15.8748266090773	331
"1184"	"contig158505|ST3GAL5|11"	5.88638770850575	7.149419923162	423
"1186"	"contig158554|E41E12|OPA"	8.93790822059182	10.7825381185316	318
"1187"	"contig158565|GRB10|4"	10.101252790904	10.7379139552258	440
"1188"	"contig158579|BTD|11"	5.59621073902041	7.10234532134873	359
"1189"	"contig158586|BCO2|6"	6.03246785015952	6.71136330658745	305
"1191"	"contig158603|CIAPIN1|8"	5.62769325487957	6.35078135033964	172
"1192"	"contig158615|ANXA5|6"	6.09408780092102	6.43513754270982	293
"1194"	"contig158669|AJAP1|11"	7.61627771776467	9.54207511299927	420
"1199"	"contig158799|RIF1|11"	11.671536591338	13.1797198196296	274
"1200"	"contig158803|MTMR8|6"	7.11402245918829	7.79668596774109	160
"1203"	"contig158893|SPAG1|6"	11.7936718380884	13.9042432534847	306
"1204"	"contig158933|SMPDL3B|8"	8.50206898512806	9.37894735713	315
"1205"	"contig158943|EPB41L5|7"	7.85661880839732	9.47326066941182	353
"1206"	"contig158976|MN1|6"	6.32404097555509	8.11472133660109	336
"1209"	"contig159098|HEMK1|11"	16.4299747650888	24.2677772621378	417
"1212"	"contig159296|TMEM39A|6"	9.06518756916588	13.8470560913569	417
"1213"	"contig159309|AMT|8"	6.60889235452752	7.11810880997036	223
"1214"	"contig159419|OMG|11"	5.31256113152948	7.16795407937109	280
"1219"	"contig159558|CCP110|11"	11.3059001124284	13.7761836702608	341
"1223"	"contig159625|CHD9|6"	6.00902937400354	6.75309902421309	190
"1224"	"contig159668|LCP2|8"	6.69740337106747	7.75211060251382	210
"1226"	"contig159745|USP6NL|12"	7.82901013494091	10.0153999345102	400
"1228"	"contig159844|TMBIM6|8"	34.0174914355391	38.8602144585975	247
"1230"	"contig159875|FPGT|11"	9.15384843725946	11.3235603621936	311
"1231"	"contig159903|BMP2K|8"	12.4502380207516	14.586080172594	311
"1232"	"contig159928|RRAGD|6"	7.14704620887148	8.62143599848509	291
"1233"	"contig159956|NT5C3L|11"	14.1324577660354	24.5660882240944	426
"1234"	"contig160001|EXOSC9|8"	15.3793080719219	17.2400096566135	333
"1235"	"contig160044|PNPLA4|6"	5.8999521245527	6.36180805153764	300
"1236"	"contig160063|METAP1D|8"	6.89739145675412	8.58350555598363	321
"1237"	"contig160125|CAPS2|7"	11.4734383372907	12.4862234179318	268
"1238"	"contig160155|E13E9|OPA"	11.3512087426845	13.9344923744847	391
"1239"	"contig160219|ZCCHC4|11"	5.67477580899183	6.69986183787654	267
"1240"	"contig160233|ERCC3|11"	12.10187458382	14.5448891207813	403
"1242"	"contig160283|SRP72|3"	8.65501370435211	11.3268616914025	379
"1243"	"contig160293|GTF2F2|8"	14.2614912437835	17.4363399926558	402
"1244"	"contig160403|FGD4|6"	9.30174583382844	10.1899758451673	390
"1245"	"contig160524|WBP2|6"	6.21771457128736	6.86849036185964	248
"1246"	"contig160583|SYT1|6"	8.05880432258692	9.06668445787164	164
"1247"	"contig160670|FBXO15|8"	12.5686765249096	14.1450606039889	242
"1248"	"contig160734|SLC16A6|11"	9.63047090192507	11.2209037331373	272
"1249"	"contig160755|STXBP4|11"	10.9492415543352	13.1033704957447	321
"1252"	"contig160899|ATP9A|4"	4.61674449381502	5.29567860486036	201
"1253"	"contig160929|PKNOX2|6"	6.01205492617641	6.21883372079371	410
"1254"	"contig161149|TMEM38B|6"	4.90035163403815	5.49302384274	183
"1255"	"contig161183|ACTR6|3"	10.77388509489	11.1222706620867	196
"1256"	"contig161293|DACH2|6"	8.80722782475917	10.6100388250125	304
"1257"	"contig161298|TMED7-TICAM2|11"	11.5761845859671	13.4065672230496	298
"1258"	"contig161358|PDK3|3"	10.8194125475794	11.7672295529927	400
"1259"	"contig161374|CSPP1|11"	4.33030151870022	5.30522601385527	301
"1260"	"contig161581|PIN1|8"	7.34545872899064	8.48415155301485	203
"1261"	"contig161665|CCNYL1|6"	6.17530040357881	8.33082610431166	344
"1262"	"contig161679|SERPINA1|11"	6.93743614121056	8.65417623490564	254
"1265"	"contig161838|HOPX|12"	6.161131142592	6.82830777342546	184
"1266"	"contig161895|TMX2|6"	9.29817050603174	14.0361044372602	295
"1267"	"contig161908|C3orf75|11"	9.22368780117158	9.69369415516727	298
"1268"	"contig162009|UNC45A|6"	4.96331933892027	5.12828223439173	349
"1269"	"contig162040|BRIP1|6"	9.962851078393	10.7551672757882	426
"1270"	"contig162300|WDR93|8"	6.03194774568115	6.76503940927982	228
"1272"	"contig162393|BEND6|8"	7.49429032958871	8.27664996787	190
"1273"	"contig162438|RGN|6"	6.37013863859669	7.52819061272982	344
"1274"	"contig162559|CALHM1|11"	10.4738934772456	12.5659117151351	291
"1275"	"contig162859|KIAA0586|8"	4.53437953195486	5.2694506008379	383
"1276"	"contig162869|GNAS|6"	13.2563101577249	15.252461641164	263
"1277"	"contig162973|TTLL1|2"	7.15571704333301	8.42599703013582	209
"1278"	"contig163228|SBK1|11"	13.3601792081773	15.9692842627927	311
"1282"	"contig163355|SUV420H2|8"	4.77894357773295	5.22565356248564	157
"1284"	"contig163373|SUCLG1|6"	5.30793629206192	6.69637265364182	436
"1285"	"contig163415|METTL14|6"	7.20144828763607	8.39422652495582	250
"1286"	"contig163538|MAVS|8"	7.78609363310998	8.57141237290473	303
"1287"	"contig163652|ATP10B|11"	8.9896527787985	9.77230683498273	184
"1288"	"contig163723|NPY1R|11"	11.3665254019439	13.0929585222878	309
"1289"	"contig163833|AKR7A2|6"	7.96577595784222	9.29228437797927	216
"1291"	"contig164134|CENPO|8"	4.21060988130354	5.21262434207564	273
"1292"	"contig164258|UCP2|6"	14.6237511458221	16.287821850562	359
"1293"	"contig164274|RIOK1|6"	7.07096338328919	7.58541640720491	209
"1294"	"contig164403|HARBI1|11"	12.5463343017632	15.041820693908	298
"1295"	"contig164828|CYTH1|7"	7.51358528190123	7.72473717789473	200
"1298"	"contig165274|TMBIM4|11"	8.42870113989347	9.509734452704	213
"1299"	"contig165538|SLC25A26|6"	7.5617630104826	8.93369737387709	269
"1300"	"contig165689|TTC32|8"	11.0664111306914	12.6340877290882	243
"1301"	"contig166007|ZNF415|11"	6.85233895157767	8.28232891644873	271
"1305"	"contig166453|PHF15|7"	11.3711426981245	13.4107713589507	298
"1311"	"contig167268|TOP3A|6"	9.86794239386611	12.1274053855899	330
"1312"	"contig167578|ZNF783|11"	8.35520589631011	10.599515806568	271
"1313"	"contig167739|ACVR1B|6"	6.78341160242168	7.77646348935655	241
"1314"	"contig167805|RGS10|6"	6.82443816663775	8.47947341758909	288
"1316"	"contig167945|SRPRB|6"	17.6685669092475	20.7836261393724	298
"1317"	"contig168283|PMVK|11"	6.00516942178051	7.95666691746055	333
"1318"	"contig168368|RPS3|6"	4.98913790949541	6.633433515002	226
"1319"	"contig168583|IYD|6"	8.2589361268302	10.68487712478	357
"1320"	"contig168594|MAFK|6"	8.13778122478202	10.0922593643513	359
"1322"	"contig169065|SAV1|6"	8.07143733034181	10.1266410881135	385
"1324"	"contig170405|MRPS6|6"	7.90326423669451	8.71940991923564	183
"1325"	"contig171059|PFDN1|8"	19.5369219303109	21.5193210976996	164
"1326"	"contig171591|C12orf5|11"	7.46586524713835	9.76277260186047	201
"1327"	"contig172354|SPATA4|6"	6.31574236007314	6.59226366307927	284
"1330"	"contig173848|KLHDC8A|11"	6.21311077775384	7.795414215264	409
"1332"	"contig174853|C15orf61|8"	19.4666811063816	27.3634936381795	346
"1333"	"contig177110|RPS3A|6"	6.7728847559466	7.36588334420058	159
"1334"	"contig177645|TYROBP|8"	6.91781444547712	7.94845926977164	309
"1335"	"contig178458|BOLA3|6"	15.5945645340432	17.9608134901007	342
"1337"	"contig180968|CENPM|8"	15.899635276955	17.9741162970558	311
"1338"	"contig181333|TXNL1|6"	6.47028719123413	7.10546601548473	171
"1339"	"contig182603|ZC3H18|11"	10.8693176697549	12.3743832787616	362
"1342"	"contig182674|EPT1|8"	6.13875367995221	7.34229131427055	262
"1343"	"contig182999|DHRS7B|11"	5.41457029806524	6.61345861729798	283
"1344"	"contig183006|PPARD|6"	9.36041362258507	11.2914767958845	325
"1346"	"contig183012|FAM105B|11"	10.231995354906	11.7346461120858	255
"1347"	"contig183020|XIRP1|12"	14.8256786618406	17.5135012216249	315
"1348"	"contig183023|DCUN1D3|6"	12.7308394039078	14.67478222166	305
"1349"	"contig183029|ZMYND8|11"	5.5245498214187	5.92656240070109	255
"1350"	"contig183033|ELOVL1|6"	11.2517200919992	13.5942649884451	333
"1352"	"contig183051|ZFR|11"	5.85689787797663	7.09605485928127	277
"1353"	"contig183061|THUMPD1|11"	13.5680101623555	16.2022762834585	350
"1354"	"contig183067|SWT1|6"	10.8013469155517	11.8923095717264	284
"1355"	"contig183071|PHF13|11"	6.43530395691949	7.65570951245818	320
"1356"	"contig183075|NAA15|6"	6.61193164816992	7.56219777533546	230
"1358"	"contig183103|DHRS13|11"	6.18255760730807	7.58661603817745	286
"1359"	"contig183107|E21A3|OPA"	11.8160846067792	14.2140022892445	421
"1361"	"contig183127|C11orf2|8"	7.90848750245986	9.9604540922533	375
"1362"	"contig183131|METAP2|6"	6.44719364845247	7.07052898212091	158
"1363"	"contig183135|E16A9|OPA"	9.58287111305083	12.4643321254215	383
"1365"	"contig183147|ABI1|6"	14.7075422208359	16.8620800989005	339
"1366"	"contig183155|C2orf42|8"	5.64969052787821	6.67472527923073	222
"1367"	"contig183160|KIAA2013|11"	7.58488031490112	9.54152257198345	431
"1369"	"contig183169|PRPF40A|8"	25.6983032021224	31.3604054266048	304
"1371"	"contig183183|TAF2|7"	10.3384927800015	12.6110508556715	396
"1372"	"contig183192|TANK|11"	10.4583396584675	12.4492516800196	263
"1373"	"contig183233|RHBDD1|6"	4.57092034287491	5.75650560896782	312
"1374"	"contig183242|NEK3|3"	6.02275745039882	6.76344495031309	282
"1375"	"contig183244|USP47|2"	11.8747347452379	13.77458784994	323
"1376"	"contig183257|ZFAND2B|8"	7.65464082307188	8.27016872645473	298
"1377"	"contig183262|CEP135|12"	16.20613852028	19.327094444841	405
"1378"	"contig183272|KLF10|6"	10.8528075660604	12.6340841549164	314
"1379"	"contig183279|FAT4|6"	8.74533654502575	10.6265615937338	247
"1381"	"contig183299|TMEM177|11"	8.7314941305899	11.0231763969791	396
"1382"	"contig183307|CBR1|11"	10.3006332107307	12.1221543553485	288
"1383"	"contig183314|KSR1|11"	6.5130694505037	7.58649948768436	310
"1384"	"contig183327|SNAPC2|11"	6.2699021252247	7.81561380244145	265
"1385"	"contig183331|CCNK|11"	18.9573478460945	21.7143477747104	301
"1386"	"contig183343|GTF2B|6"	6.91405349054669	8.94347272234727	279
"1387"	"contig183360|SDR42E1|11"	11.9285499842921	13.7583161399087	256
"1389"	"contig183373|STIP1|11"	12.7709545072773	15.3609336808476	390
"1390"	"contig183388|PCID2|2"	4.991058004791	5.020862766694	177
"1392"	"contig183395|MRPS25|11"	6.34401723714934	9.81742036015909	351
"1393"	"contig183415|NTAN1|11"	11.8465861592665	13.772293828369	307
"1395"	"contig183423|CWF19L2|6"	7.49843295671922	8.74947014059691	305
"1397"	"contig183455|GOSR2|8"	9.19441302710184	11.0398422538907	333
"1398"	"contig183459|F13B|11"	4.54503761655139	5.13638010251127	362
"1399"	"contig183464|MTUS1|11"	5.34290593518537	6.05701832965782	210
"1401"	"contig183481|DLST|4"	15.4854375551776	19.0161013407862	245
"1402"	"contig183492|ZDHHC23|11"	7.51653126547298	9.12019107281582	291
"1403"	"contig183495|RLBP1|6"	6.37067439272232	7.34891629087346	203
"1405"	"contig183515|DNAJC21|6"	7.2513032223681	7.77805819355564	255
"1407"	"contig183524|NOD2|11"	7.88594339546866	9.59295395720018	322
"1408"	"contig183527|NDFIP1|6"	8.86537338272745	10.636128345978	308
"1409"	"contig183557|CCT4|2"	7.66814928948818	8.180071883454	276
"1410"	"contig183567|SPG21|3"	11.7927296836985	13.7348670276238	312
"1411"	"contig183572|ACCS|4"	4.76399368995139	5.17806986029197	259
"1412"	"contig183575|DRG2|2"	13.7898433707356	15.9977376490238	265
"1413"	"contig183583|CENPK|8"	10.9893289894251	12.6481903405215	237
"1414"	"contig183599|INTS10|3"	5.71553289539809	6.15960840757545	281
"1416"	"contig183615|TMEM138|6"	13.3631589501333	15.0435112208805	264
"1417"	"contig183619|NUDT19|11"	7.61504830645706	8.90091087208345	289
"1418"	"contig183640|TMEM11|6"	8.44807109096678	10.040102463036	270
"1419"	"contig183655|RMND5B|7"	7.07363903996472	9.02339944316073	352
"1420"	"contig183687|NRD1|8"	5.91712712230481	6.13681924891218	315
"1423"	"contig183723|JMJD7|6"	7.8074433646162	9.17100067645782	258
"1424"	"contig183768|STEAP1|11"	10.8022827974343	12.6021538201776	287
"1425"	"contig183792|SSNA1|6"	11.7926971805401	15.224086259958	387
"1427"	"contig183808|GALNT3|6"	8.71298689594119	10.1983647380507	230
"1428"	"contig183824|DMXL1|11"	11.8482257958439	13.1980423828658	219
"1431"	"contig183855|RASAL2|6"	9.0919868617607	10.914570508258	290
"1433"	"contig183971|C1QC|11"	10.3446930390172	12.4418305575456	295
"1434"	"contig183985|MRPL46|8"	8.79983140667622	11.3246812546071	229
"1435"	"contig184007|ATG12|6"	9.75346963597382	11.1347688713565	262
"1436"	"contig184011|CLDN19|8"	5.69208178211776	7.54553533875309	304
"1437"	"contig184059|C10orf47|11"	8.61408593994356	10.333325929342	329
"1438"	"contig184072|MITD1|4"	8.14657901605534	8.78398085037691	342
"1440"	"contig184089|TMEM69|8"	4.3308974706985	5.64856006712046	309
"1441"	"contig184095|LOXL1|8"	4.55268167231203	6.55037599503182	417
"1442"	"contig184107|SET|11"	13.6806794404872	18.0664563425287	363
"1443"	"contig184139|MASP2|11"	7.57645254065332	9.486277010734	341
"1444"	"contig184171|GPR35|11"	11.9555232329322	14.5411871392468	344
"1445"	"contig184200|LMOD3|11"	10.2789290476509	12.4581182387735	309
"1446"	"contig184255|PXMP2|6"	7.40694202676536	8.80990324336618	244
"1448"	"contig184411|PRPF3|9"	6.75820430886284	7.44713125282545	357
"1449"	"contig184431|A2LD1|6"	9.41380278352916	11.1727600869627	279
"1450"	"contig184476|LSM4|9"	11.4239655308699	13.4551087921824	336
"1451"	"contig184479|ZC4H2|7"	11.4432839283004	14.0075056867576	374
"1452"	"contig184487|SERPINA10|11"	8.94408429748586	10.8351931982845	270
"1454"	"contig184575|SPC25|6"	10.6112306234742	14.5157175657136	305
"1456"	"contig184701|S100A11|8"	9.77308651352423	11.7042925395078	281
"1457"	"contig184781|LYPLAL1|11"	14.2608256635062	16.7294105829224	297
"1458"	"contig185115|PCBD2|8"	5.53337471105691	6.33735740631854	245
"1459"	"contig185541|TBC1D8|11"	8.61651967838673	9.56969214658163	174
"1460"	"contig18561|CLPTM1|11"	8.03879527331906	9.32996200456745	239
"1461"	"contig185628|INPP4B|6"	4.92579266270478	5.16773557738055	224
"1464"	"contig185795|IFT43|3"	6.25191320023489	7.94303585378395	324
"1465"	"contig185864|ADCY5|8"	5.88956414312665	6.61272277810164	205
"1468"	"contig186659|PLEKHG1|8"	5.30156776343174	6.48324663832436	216
"1470"	"contig186847|TRIOBP|11"	5.69049172282568	6.26894221763637	160
"1471"	"contig187080|PSENEN|11"	13.5060884040366	16.9113189608663	399
"1472"	"contig187442|MBTD1|6"	6.90792586165635	7.70516312188163	202
"1473"	"contig188663|FLOT2|6"	6.90417615290157	8.33925089256842	203
"1475"	"contig188677|QSER1|12"	6.84135059308757	8.68563815171346	398
"1476"	"contig188679|DSEL|12"	12.1221495698641	14.5367875655085	319
"1477"	"contig188685|ZC3H13|12"	7.26286777380536	9.23824722012848	346
"1479"	"contig188691|DOT1L|11"	10.6604732421871	13.196829721734	422
"1480"	"contig188699|CLIC4|3"	8.27048383870763	9.63529945162145	236
"1481"	"contig188705|DCBLD2|8"	7.76802245292788	11.47338748661	423
"1482"	"contig188711|TMEM181|6"	7.99564338653268	8.19600618863764	378
"1484"	"contig188729|INTS3|7"	10.3546827595062	12.57183177605	399
"1486"	"contig188753|PLEKHF1|6"	7.41844600444264	9.71802938197364	395
"1488"	"contig188763|FNDC1|11"	6.72375876084303	8.388599098838	301
"1489"	"contig188767|CDK5|6"	8.59598686199443	9.51098481726709	197
"1490"	"contig188773|BNC1|11"	10.5616351741863	13.4137601397816	308
"1491"	"contig188789|FNDC7|12"	5.95427510932668	7.39505382101764	274
"1492"	"contig188815|ENDOD1|11"	13.3304106786281	15.404983694864	287
"1493"	"contig188821|NOB1|9"	9.54110944033584	11.126343379504	297
"1494"	"contig188823|IGFN1|11"	4.46232584720631	5.59321707723945	294
"1495"	"contig188827|TXLNG|11"	7.64672427419208	9.35913441946564	333
"1496"	"contig188831|C1QA|11"	6.50818390419588	7.62024369966309	239
"1497"	"contig188851|ADNP2|8"	10.936460883406	13.8918077434116	415
"1498"	"contig188857|KIAA1217|8"	12.9687336576519	15.5119357219471	374
"1499"	"contig188861|PRSS8|11"	7.9372036617361	8.90379337885782	171
"1500"	"contig188875|IPO5|3"	12.3254900759224	14.7576662598722	313
"1501"	"contig188887|PTEN|11"	12.5043951365121	14.1475735904235	227
"1502"	"contig188907|SLC35A4|11"	7.38487322056475	9.61387484971364	374
"1503"	"contig188913|MAPK14|7"	13.0501882998295	16.2503982579026	407
"1504"	"contig188919|KIAA2018|11"	13.3966459551925	14.9201862855334	257
"1505"	"contig188927|TMEM87A|9"	13.0883539824176	15.7131696041116	348
"1507"	"contig188935|MAN1B1|11"	6.30200236312849	7.71560971319691	315
"1508"	"contig188941|ADNP|8"	10.6366126128938	13.2505154241656	374
"1509"	"contig188947|TBC1D14|11"	11.2286460430081	13.2238055718422	299
"1510"	"contig188955|GDAP1L1|6"	11.3834643256408	13.4026519150624	258
"1512"	"contig188973|SLC22A17|12"	3.86640617090969	5.11044495465476	327
"1513"	"contig188987|PRKCG|8"	9.98502696935541	12.0488466173573	283
"1515"	"contig188999|GBE1|2"	9.63059956625022	11.3564103532998	315
"1516"	"contig189013|TOMM40|6"	12.6690705518709	15.6157703082618	424
"1520"	"contig189049|WWC1|7"	8.87746939624307	9.49130472877382	385
"1521"	"contig189051|ZFP91|8"	10.1427792060733	13.7289578749527	395
"1523"	"contig189067|SLMO2|6"	6.72534128045303	7.72685515391172	229
"1524"	"contig189073|CEBPZ|9"	8.39953580816363	9.97842809567145	276
"1525"	"contig189101|CAPN7|6"	8.364704674868	8.63322324924273	227
"1526"	"contig189109|CAB39|2"	9.91295069286993	11.0751134286924	190
"1527"	"contig189111|AGPAT3|3"	6.56766091489306	7.02405874434455	329
"1528"	"contig189119|C7|8"	8.69247777815257	10.7931741631891	388
"1530"	"contig189131|ABCA1|6"	5.23540500395318	6.10603033328164	233
"1531"	"contig189141|XPC|11"	9.5950903668125	11.2659038375351	319
"1532"	"contig189151|ELMOD1|5"	7.29119579257662	8.85006096177509	241
"1533"	"contig189161|HIF1A|8"	10.9070696153534	13.2820349668913	384
"1534"	"contig189169|MTPAP|7"	12.2251363469267	14.6725497356384	352
"1536"	"contig189179|TM7SF3|11"	9.74329971984759	11.9231905253044	336
"1537"	"contig189187|UTRN|11"	11.3150153833917	14.287292443078	298
"1538"	"contig189205|TTF1|12"	11.8035833918062	13.3404089176927	244
"1539"	"contig189229|ADPRHL2|11"	4.08016178411571	5.35682556348691	305
"1540"	"contig189233|KRI1|7"	5.20062239084948	5.99350774622891	378
"1541"	"contig189239|TMEM135|3"	12.0718019158687	15.4056133822418	304
"1542"	"contig189243|DCUN1D1|6"	4.71499286358449	5.51782079491545	211
"1543"	"contig189257|IDH1|6"	7.57827937734132	9.39650405687639	354
"1545"	"contig189275|E15E12|OPA"	9.25489169414716	11.994575675408	366
"1546"	"contig189279|SHCBP1|9"	9.13996877434113	10.8404176728715	323
"1547"	"contig189293|RRP12|12"	8.58627592789773	9.941050972136	240
"1550"	"contig189315|ACSL1|3"	10.0791372789442	12.1857661551919	271
"1551"	"contig189319|DPYSL2|8"	6.52245687959547	7.72093304986454	285
"1553"	"contig189341|CPT2|11"	14.5642450148332	18.1490391963536	373
"1554"	"contig189351|ITGB4|7"	8.18903938404031	9.72875553891946	393
"1555"	"contig189355|HNRNPU|7"	9.16626969893144	10.4376461730249	262
"1557"	"contig189371|PPP1R3B|11"	8.24871499379054	10.3863356231805	393
"1558"	"contig189377|ZBTB26|8"	20.4820662977106	22.9685430326653	295
"1559"	"contig189385|STEAP3|11"	7.3730821359802	9.26677118596473	359
"1560"	"contig189387|MLL2|10"	10.3676927008548	12.4332434558502	302
"1561"	"contig189399|SPAG7|6"	5.19015499471494	5.974359388642	208
"1563"	"contig189429|ACLY|4"	6.68790978439212	7.97300407730818	271
"1564"	"contig189431|LMF2|6"	4.93277121137254	6.11802614746455	241
"1565"	"contig189445|FERMT2|3"	7.31247433596295	9.10035409525836	266
"1567"	"contig189455|C19orf63|8"	4.66086316700186	5.83634038362673	315
"1569"	"contig189473|OSBPL10|6"	6.57878452910223	7.28906698073818	183
"1570"	"contig189475|MPP1|6"	5.90867648220092	7.969866778738	255
"1572"	"contig189499|CUL4A|6"	13.6531348574622	14.6016648684607	171
"1573"	"contig189505|MKS1|7"	10.5541013575141	12.1631107635113	222
"1574"	"contig189507|NUDT15|11"	6.66831892912053	8.56533104435036	321
"1575"	"contig189515|TECTA|8"	10.1097189058323	10.9929984777565	374
"1576"	"contig189537|C3orf37|6"	11.536034119735	12.8984998145396	235
"1577"	"contig189551|PPP4R2|11"	7.54691067234089	9.74031005019654	304
"1578"	"contig189579|PCP4L1|11"	7.91787278794088	10.0415654431431	309
"1579"	"contig189587|DBT|6"	10.5239198781038	11.7954372656195	244
"1580"	"contig189605|PSMC3|8"	3.77135705987022	5.15817398594418	366
"1582"	"contig189627|LRRC47|11"	9.47917489302437	10.8567521019385	238
"1583"	"contig189639|C15orf57|11"	11.0229923604746	13.1504407859424	342
"1584"	"contig189653|BLCAP|6"	10.7390251108178	13.1642865464642	370
"1585"	"contig189655|CDCA4|6"	10.7800123622532	13.3348669043329	316
"1586"	"contig189659|SNX4|6"	6.39944780732611	7.38626173297946	236
"1588"	"contig189675|PCSK2|6"	8.5832066806936	9.57761242943273	380
"1589"	"contig189681|ARL9|11"	7.84484902234233	9.03442596313873	223
"1590"	"contig189691|TRHDE|6"	12.4385000529014	14.6894232641031	304
"1593"	"contig189715|XBP1|11"	11.2452411845837	13.2351886528955	294
"1594"	"contig189721|CALB1|8"	12.5670077235536	18.0132435987255	325
"1596"	"contig189745|EYA3|11"	9.895521040311	11.8628118163036	324
"1597"	"contig189747|FLNC|6"	8.59489154630129	9.95280574865545	226
"1598"	"contig189755|NCOA7|8"	5.04519165997574	6.53850334972291	344
"1599"	"contig189759|SLC17A6|3"	11.5546464650164	13.8480918980535	333
"1600"	"contig189763|DIXDC1|6"	11.0753654541938	13.5421861437524	322
"1601"	"contig189783|DNAJC7|2"	12.4562523547878	15.6864000211669	400
"1602"	"contig189801|NTRK3|8"	10.6801490958119	12.0133057979482	240
"1604"	"contig189821|STARD10|11"	12.1091768424574	14.3779571122155	343
"1605"	"contig189827|CDCA7L|6"	8.73121019404038	10.4650558322342	297
"1606"	"contig189859|UFL1|6"	5.50066214853235	6.23876161769691	355
"1607"	"contig189869|QSOX1|11"	6.62758332600502	7.89201750019509	334
"1610"	"contig189887|CALCRL|11"	5.08551944340896	6.07126362819727	315
"1611"	"contig189891|INPP4A|6"	8.51672337970125	10.3353905939224	328
"1612"	"contig189903|RNF2|6"	7.57973367405633	8.93402236287018	277
"1613"	"contig189909|FGL2|11"	13.2573319286426	15.7069291057809	418
"1614"	"contig189927|STBD1|8"	10.2391553586554	12.4211222523607	326
"1615"	"contig189937|MMP10|11"	6.84349387863907	8.51062546515582	242
"1616"	"contig189949|UBQLN1|6"	19.5467734554535	24.5605907017069	329
"1618"	"contig189973|GPAA1|11"	6.5383778619782	7.32557967474454	236
"1619"	"contig189981|WLS|6"	8.03601824916512	8.42821831018946	196
"1620"	"contig189987|ISG20L2|9"	11.7808428714691	14.7735499184291	406
"1621"	"contig189993|KIF2A|5"	4.69400694041361	5.09062703739327	151
"1622"	"contig190003|YIPF5|11"	10.2750976145947	11.9337566020162	301
"1624"	"contig190010|E12A1|OPA"	8.71478720254048	10.431579438886	385
"1627"	"contig190031|PLA2G4A|6"	8.9496259302976	9.78503941883182	282
"1629"	"contig190053|TMEM231|9"	7.30062999944116	10.2419255696613	377
"1630"	"contig190061|PTPRR|11"	6.94874529192867	8.56692148716472	365
"1631"	"contig190063|CHMP2B|2"	10.9132375885983	13.4799592787649	329
"1633"	"contig190077|UNC119|6"	9.94008252698501	11.5298349666678	298
"1634"	"contig190084|TYW1|8"	11.9793792122432	14.6128555668292	317
"1635"	"contig190103|SNAP47|6"	12.2732390039627	15.0699436419682	421
"1637"	"contig190113|E20C2|OPA"	11.153039557827	13.9570655836763	387
"1638"	"contig190117|TM2D3|11"	11.7652415125741	13.4715680410467	229
"1639"	"contig190137|KIAA0319|7"	10.2812440992451	12.3338232251042	327
"1640"	"contig190139|EIF2B1|6"	9.92914196813637	12.2467261594445	314
"1641"	"contig190155|UBE2G2|6"	11.3918218591395	13.1439901740442	267
"1642"	"contig190173|LITAF|8"	6.02409617652867	7.11520787598327	247
"1643"	"contig190209|CD3EAP|12"	5.45515945906302	6.90890939054018	294
"1645"	"contig190243|HSF2|11"	12.5392729518568	14.7614254369467	353
"1648"	"contig190287|EXOC8|11"	10.1652714619179	11.5261257044925	249
"1649"	"contig190299|LAYN|9"	5.70536820121904	5.78055815180979	299
"1650"	"contig190303|KCNQ1|7"	6.58284925443486	8.86798298318382	303
"1651"	"contig190307|VRK2|7"	9.62630872856943	10.0923040977724	313
"1654"	"contig190327|HM13|8"	5.58308350106058	6.36757887028254	293
"1656"	"contig190367|ORMDL1|7"	10.0789393052151	11.0603424009858	178
"1657"	"contig190385|TSSC1|6"	4.99940056015843	5.46361887197236	171
"1658"	"contig190397|NAPB|3"	8.89550887272936	10.2412765210958	261
"1659"	"contig190401|JAK2|6"	10.7804883953044	14.0608119963664	419
"1660"	"contig190411|CLIP4|8"	7.60886566098583	9.65357556205237	326
"1661"	"contig190417|MAP1LC3B|6"	10.2228363459885	11.3431232409944	269
"1662"	"contig190434|AHCYL2|6"	7.38081645645922	9.03459154982582	245
"1663"	"contig190435|UBA2|3"	7.5690921724817	8.11498275383655	361
"1664"	"contig190439|DONSON|11"	6.78940590430216	7.67710952667111	211
"1665"	"contig190453|ACER3|6"	12.9110873834201	14.5406135171696	234
"1666"	"contig190455|SBF2|6"	7.17998172400215	8.08209969110945	409
"1667"	"contig190459|SOCS5|6"	11.871936471822	13.4569796273731	242
"1668"	"contig190463|ZNF777|8"	11.4695290191906	13.5559347350207	366
"1669"	"contig190479|C8orf76|7"	5.47154081507852	6.46678114754075	371
"1670"	"contig190483|SNAP23|6"	11.1703765640967	13.0534579425498	342
"1671"	"contig190499|TRAPPC3|3"	6.8228276437389	9.50956904912582	442
"1672"	"contig190507|ABHD6|6"	5.08028839590725	5.38623624059946	263
"1673"	"contig190521|CREBZF|11"	5.51916504936278	6.84375653768	320
"1674"	"contig190525|FARSA|7"	7.22011087353108	7.86151643833236	359
"1675"	"contig190535|TIPRL|8"	11.5492802288851	14.5073040590678	386
