"Target"	"AverageTargetDepthAcrossHSP"	"max100AverageTargetDepth"	"Length"	"informativeSNPs"
"1672"	"contig202081|TBC1D4|11"	7.17171128586538	8.22708989850888	240	2
"1673"	"contig202086|FOXO1|6"	10.1945765833527	12.2292823761425	265	2
"1674"	"contig202090|DUSP14|11"	11.473204360484	13.7216503781798	317	1
"1675"	"contig202092|TCERG1|8"	13.7169715124759	15.9699690155056	374	5
"1676"	"contig202102|MRPL38|11"	5.00199279953405	5.45694001858527	161	2
"1677"	"contig202104|GLCCI1|6"	12.0562381513413	15.7479709668805	335	3
"1678"	"contig202110|SMAD5|3"	10.9519705098072	12.1650869420156	215	2
"1681"	"contig202122|TCF12|11"	7.26276277630101	7.91327674864	292	3
"1682"	"contig202126|DNTTIP2|12"	10.1699587917094	12.0865154846844	323	7
"1683"	"contig202132|PIAS3|8"	7.14634287393572	8.34239492139345	280	3
"1684"	"contig202134|ZFP36L1|8"	8.52648969845944	10.5157943192415	334	3
"1685"	"contig202137|FAM133B|8"	13.4566855600618	16.103787383778	388	3
"1688"	"contig202156|CD34|12"	5.32779141849737	6.10593355614164	197	5
"1689"	"contig202162|TMEM209|8"	6.07769762637309	7.71379037995818	341	5
"1690"	"contig202177|SLC29A3|6"	12.7958276876945	14.8129523125275	306	6
"1691"	"contig202179|PTPRS|6"	5.55755506667215	6.89704857501382	375	6
"1693"	"contig202188|ZNF84|11"	14.1894098275763	17.6023811775961	260	1
"1695"	"contig202204|NDNF|6"	9.67954453520323	12.2641830666357	344	4
"1696"	"contig202206|ZC3H10|11"	10.5445563958784	12.1642599164	277	3
"1697"	"contig202209|LMO7|10"	4.49423189467807	5.36683875472545	263	10
"1698"	"contig202215|SPG7|9"	9.99604116820641	12.0725591196273	280	3
"1700"	"contig202221|ALDH6A1|6"	4.8230556244266	5.99521932724709	301	2
"1702"	"contig202230|C13orf33|11"	6.53114758417804	8.30785200173782	313	4
"1703"	"contig202242|GMPPA|11"	9.17537645791412	10.1677554015651	221	4
"1704"	"contig202257|NAA60|6"	11.0814509847065	13.0161677279775	371	8
"1705"	"contig202272|PLXDC2|5"	5.53185031036175	6.56623871560473	252	2
"1707"	"contig202290|TSPAN1|6"	10.5655007187113	12.741587158735	364	3
"1710"	"contig202315|SIRT3|11"	5.90855475144093	7.12998229746727	231	1
"1712"	"contig202321|ZNF268|8"	8.11466064112825	8.25354873388582	288	1
"1713"	"contig202327|DNM2|11"	11.2287216046414	12.8420977615387	251	2
"1716"	"contig202335|PIGO|8"	7.96996748347898	8.55172235246528	193	1
"1718"	"contig202349|GOLT1B|6"	9.42186416206249	11.3234960654947	325	2
"1719"	"contig202372|CDC27|11"	6.47665385699414	7.45487937906018	440	1
"1720"	"contig202384|OPA1|3"	10.0087271086951	12.1144787636858	383	6
"1722"	"contig202409|AZIN1|8"	19.5925596817549	23.9569207206626	406	9
"1723"	"contig202410|SMC3|6"	14.1454817259093	16.906419063512	416	3
"1724"	"contig202422|GRIA3|6"	5.83011978912399	6.85967377092927	244	2
"1725"	"contig202431|CRTC1|11"	12.9574959248028	15.2497365947887	282	2
"1727"	"contig202440|ESF1|8"	12.4607661168221	14.6300904536371	297	2
"1728"	"contig202443|ANKFY1|6"	5.83078570973497	6.92649906166873	300	1
"1729"	"contig202448|BRD4|12"	4.71859863742137	6.00995020254781	245	4
"1730"	"contig202452|MYBBP1A|11"	7.46845401452596	8.781356026028	446	2
"1731"	"contig202458|MAGI1|11"	13.9764516878007	16.2913086797065	271	1
"1732"	"contig202466|LANCL1|6"	7.5168679725637	8.80727195129182	331	2
"1733"	"contig202471|RNMT|4"	8.07519219560455	9.90863515744891	232	3
"1734"	"contig202473|RHPN1|9"	9.08684832004881	10.6773453650004	260	3
"1735"	"contig202476|MACC1|11"	11.2743830161302	13.7425665570004	362	3
"1736"	"contig202481|WTAP|6"	11.3474911609397	13.3670449684684	271	1
"1737"	"contig202483|MTHFD1|8"	8.56725713570557	9.75877637797818	333	7
"1738"	"contig202486|MARVELD2|11"	11.0392545134163	13.0473674891035	344	2
"1739"	"contig202495|EMC1|6"	4.81108458468079	5.86941584288655	316	3
"1740"	"contig202498|ZNF185|11"	5.92527429133253	6.43322076739636	257	2
"1741"	"contig202501|TRIM28|8"	9.46851889048692	12.2580733340733	382	9
"1742"	"contig202512|FAM96A|6"	13.3709448430041	17.9386375652105	356	4
"1744"	"contig202519|CCDC88A|11"	5.53925308942576	6.15269090497964	248	5
"1745"	"contig202524|TRANK1|12"	7.62670207535663	10.2776286942251	369	2
"1746"	"contig202533|PRPF18|8"	5.022094796102	5.58884462562055	159	1
"1747"	"contig202542|LCP1|11"	7.76030603816208	9.26580878919873	291	3
"1748"	"contig202552|IPO4|11"	9.62847436467024	12.2399745801544	322	6
"1749"	"contig202554|ERCC5|11"	5.23743160730168	6.51558483332891	343	4
"1750"	"contig202569|ACADSB|11"	11.1236654335707	12.6010296115187	235	2
"1752"	"contig202578|UBXN2B|6"	5.67030501949716	6.11721018354382	160	1
"1753"	"contig202588|FDFT1|6"	11.1027716044716	12.7280166232211	217	1
"1756"	"contig202608|DDX27|6"	10.8443393994327	13.2265845536047	343	6
"1757"	"contig202614|SMC4|6"	13.5948850131825	14.6525059471275	331	3
"1758"	"contig202624|P4HA1|6"	14.4601373291118	16.6838118846798	305	3
"1759"	"contig202644|PCDH17|6"	10.5204357255575	12.9776803206707	290	8
"1760"	"contig202649|KIAA1826|8"	9.01491061902122	10.4641696341169	292	2
"1762"	"contig202663|USP8|11"	11.6529277888654	13.9053631060716	301	4
"1763"	"contig202680|C7orf23|6"	8.00140905232995	9.05013302957273	271	7
"1764"	"contig202684|ENTPD8|7"	8.78458258856679	10.8512991928769	360	3
"1765"	"contig202690|DTX3L|8"	8.81942132636762	10.1738547641351	251	6
"1767"	"contig202711|EHD1|11"	15.7810986986266	20.8267482147845	337	4
"1768"	"contig202714|KLHDC3|6"	12.1200186851435	13.5182963110082	218	1
"1769"	"contig202725|SERINC3|8"	9.5653270739924	11.4807802863522	280	2
"1770"	"contig202737|VPS4B|6"	10.0485168419471	11.1871204566058	220	2
"1771"	"contig202747|SUV39H1|11"	5.72555816734107	7.24097491358927	278	2
"1772"	"contig202765|BUB1|11"	11.8827131762995	13.408212190712	265	4
"1773"	"contig202773|HDGFRP2|11"	6.82324509062942	7.64803371649327	199	4
"1774"	"contig202783|EIF4G1|8"	8.62412966397752	9.96325977477618	216	1
"1776"	"contig202795|PARP2|12"	12.1536793751925	14.2261079779113	288	7
"1777"	"contig202803|DNMT1|7"	9.53104996698804	11.0438909458433	271	1
"1780"	"contig202821|SYN2|3"	9.15517661908016	9.82800415088636	253	1
"1781"	"contig202827|NAGA|9"	10.6778138509285	12.534835581082	304	10
"1782"	"contig202837|FKBP15|6"	11.0076559350226	12.5483058004753	267	4
"1783"	"contig202842|PARP14|11"	9.92022376333591	12.4936818036031	384	7
"1784"	"contig202848|PAWR|6"	14.9340310905038	17.6148334528475	351	6
"1786"	"contig202858|IRAK1BP1|11"	7.45391299937226	8.56143513105672	213	3
"1787"	"contig202860|COTL1|11"	8.45949715977086	9.12149273365364	156	1
"1788"	"contig202863|GNPAT|11"	11.8683905188413	14.0924829039507	304	8
"1789"	"contig202866|MIA3|8"	16.2352210389288	19.228957957772	352	5
"1790"	"contig202870|CXorf57|12"	11.8650703809931	13.6458642702282	260	1
"1791"	"contig202876|ARMC6|6"	5.13649843869675	5.44004028260691	264	1
"1792"	"contig202887|CFP|7"	5.57375954517971	6.64079962483127	262	6
"1793"	"contig202891|CD44|11"	5.89399436125613	6.1087650834047	215	2
"1794"	"contig202894|LRRC68|11"	7.2376541611383	8.68914483005691	226	4
"1795"	"contig202896|PCDH1|12"	6.92453234458506	9.40636650753145	405	1
"1796"	"contig202902|C1orf96|11"	11.1144679184625	13.5267985184418	383	10
"1797"	"contig202905|CPSF2|6"	5.14201770056962	7.01947248930055	309	3
"1799"	"contig202924|HK1|8"	10.8618206767907	13.2865552899247	449	1
"1800"	"contig202926|GUCY1B3|6"	8.12653787821818	9.44657677848581	362	4
"1801"	"contig202929|EIF2B5|10"	4.29676188023046	5.04546215216236	231	3
"1802"	"contig202932|LRRC32|11"	12.8164602185532	14.566886723316	264	3
"1803"	"contig202938|CACNA1S|6"	5.63431287981527	6.46971715010673	200	3
"1804"	"contig202944|COL6A1|11"	9.45034538345018	11.2813079747829	310	5
"1805"	"contig202966|RASSF6|8"	8.81687078181461	10.4587992930189	411	10
"1806"	"contig202971|WIPI2|6"	11.6760760784461	13.6290324501531	268	4
"1807"	"contig202977|CTSC|7"	12.1130908348748	14.5293888053209	392	5
"1808"	"contig202986|NPHP1|8"	11.2995108397578	13.0812269023125	253	2
"1810"	"contig202993|NNT|9"	9.11377371538398	10.1328608208689	170	2
"1811"	"contig203000|C1orf116|11"	5.09049203839519	6.20017936484418	287	5
"1812"	"contig203001|FAM108A1|11"	14.0289804373416	16.8352615454905	354	4
"1815"	"contig203027|CASD1|6"	14.4322072173641	18.1687331118305	424	2
"1816"	"contig203035|ATG2A|9"	11.7614328941336	14.9160534053495	292	2
"1817"	"contig203054|ESYT2|11"	12.5799102792452	14.3159456089893	339	6
"1819"	"contig203070|USP9X|11"	11.3718779511669	13.3643418971422	299	2
"1822"	"contig203088|GMPPB|11"	5.87618963332456	7.23929124034182	396	2
"1824"	"contig203114|SGK3|11"	13.1712650760578	15.4277042831247	356	7
"1825"	"contig203115|MYO1B|6"	12.474291637255	14.7736198161978	352	2
"1826"	"contig203122|SMG5|11"	9.77838922886772	11.883970407974	296	6
"1827"	"contig203127|SUN1|9"	8.14592138432648	9.19376072007235	231	4
"1829"	"contig203140|EPHB3|6"	8.18322509548843	9.50583726442127	214	1
"1831"	"contig203146|COL6A2|11"	4.38735434789242	5.63330953824273	304	2
"1832"	"contig203155|MTM1|8"	12.6085636887943	13.2913974857178	165	1
"1833"	"contig203157|HAS1|11"	10.2875825373677	12.5634071517271	401	12
"1835"	"contig203167|SQSTM1|6"	10.9207079577125	13.6457146228462	320	4
"1836"	"contig203170|AGPAT5|6"	6.76112898944333	7.77485721541182	222	3
"1837"	"contig203176|RBM28|9"	9.16199231238425	10.2997135167462	209	2
"1838"	"contig203179|KIAA1429|6"	9.08004377868968	10.6680657779582	394	2
"1839"	"contig203181|WASF1|11"	7.98998456504965	8.99127031897164	184	2
"1840"	"contig203188|LOC100505603|11"	5.08005046887661	6.12646984458437	331	4
"1841"	"contig203190|ITSN2|8"	6.07117547565815	6.29683646224945	195	2
"1842"	"contig203196|FBXO28|7"	8.60486606201287	11.2430251031696	390	2
"1843"	"contig203199|PGPEP1|6"	9.57325193669387	10.97747683266	234	6
"1844"	"contig203211|RFC1|11"	9.73672168468398	11.8890519641264	336	3
"1845"	"contig203227|GRAMD4|2"	11.1323461453632	12.6051833592936	386	2
"1846"	"contig203242|E15C10|OPA"	8.43696489379163	10.9638378165428	389	6
"1847"	"contig203260|PDS5A|11"	12.3016639428764	14.2813130586402	295	1
"1848"	"contig203262|CHUK|6"	10.6767570592931	12.3389415100289	260	4
"1849"	"contig203269|RDH14|12"	11.0229624780118	13.6584014504756	364	5
"1850"	"contig203275|CLIC3|9"	10.7716271837897	13.3188173550935	447	8
"1854"	"contig203298|C20orf194|7"	11.519777562348	14.3700954006533	324	2
"1855"	"contig203302|WHSC2|11"	11.9605600885108	14.5951065241533	353	6
"1856"	"contig203304|NFIL3|11"	7.58851481237293	9.57454000938724	327	5
"1857"	"contig203310|ATXN1|11"	4.82830348129894	5.65737255262527	172	2
"1858"	"contig203317|RANBP9|2"	12.9150432634901	15.6879561496565	329	5
"1859"	"contig203322|CES2|11"	9.35665228200106	11.1282207678187	315	11
"1860"	"contig203332|CYP1A1|6"	5.29033832920846	6.74651706326327	291	1
"1861"	"contig203334|OSBPL3|6"	11.8386112707191	16.2953981416801	345	3
"1862"	"contig203341|CSRP2BP|6"	9.96819970437629	10.9675609478924	227	1
"1863"	"contig203343|LASP1|8"	7.55126512698023	10.6721365368354	330	1
"1865"	"contig203364|TXNRD3|6"	7.97420083837312	9.21880942435782	209	1
"1866"	"contig203380|NUP210|6"	13.5580260103384	14.8364962614969	322	4
"1867"	"contig203405|VPS26B|7"	6.35830720721588	8.53427284768345	346	4
"1868"	"contig203416|NAT8B|11"	10.904634586553	14.1420355883651	392	8
"1869"	"contig203418|EFCAB7|11"	11.0360376267521	13.4453373992273	388	11
"1870"	"contig203436|TGM5|11"	5.73313895653632	6.52169623734436	268	3
"1871"	"contig203440|CTSA|7"	4.92263441133408	5.39294661200873	261	2
"1872"	"contig203442|C22orf25|6"	11.9413103779152	14.6325614835871	392	8
"1873"	"contig203455|PPM1D|11"	8.56099352458088	12.4501576468533	329	2
"1875"	"contig203463|DAPP1|6"	7.71651756307018	9.12703474081873	206	5
"1876"	"contig203470|FAM69A|6"	10.7317791203532	12.5151563721122	300	2
"1878"	"contig203488|TJP2|11"	18.5582377796706	21.4928556918364	289	5
"1879"	"contig203502|F3|11"	6.64402609821019	8.32582545549709	279	2
"1880"	"contig203512|TMEM130|11"	7.88222692557255	10.0498825969879	302	6
"1881"	"contig203528|POLDIP2|3"	7.33208845582622	9.85637582003381	338	8
"1882"	"contig203541|GNG3|6"	7.79921929419062	10.0303769610838	318	7
"1883"	"contig203546|SFRP5|11"	9.36241793432235	11.0156593829456	273	8
"1884"	"contig203547|MGAT4B|6"	29.8916211119568	35.3311628567373	327	1
"1885"	"contig203553|BRAF|6"	7.2961634777493	7.69044938290927	290	1
"1886"	"contig203560|KIAA1609|11"	6.39945636588357	7.33945108536564	227	8
"1888"	"contig203568|SRFBP1|8"	8.30420567079765	9.072832749956	329	4
"1889"	"contig203583|KPNA1|6"	6.43075484720583	6.46882304185764	202	1
"1891"	"contig203596|ACTN3|1"	6.44624221766406	7.96015330453818	301	8
"1892"	"contig203607|WARS2|11"	4.78466447345525	6.27777124521418	439	6
"1893"	"contig203611|GPATCH1|11"	8.17476488472791	9.37426115578709	284	8
"1895"	"contig203652|LYST|11"	14.5456317271232	16.7654076052856	329	3
"1896"	"contig203671|HSPBAP1|11"	8.72942522878169	11.0423214086258	420	6
"1897"	"contig203686|E12A6|OPA"	16.8725396291477	20.2133825806771	402	14
"1898"	"contig203688|ZBTB49|6"	8.36682041084033	9.44145023529545	188	5
"1899"	"contig203692|LDLRAD1|8"	6.49032568396222	7.460995959718	226	6
"1900"	"contig203701|SEMA4D|11"	11.9986638041992	13.5033172401184	276	3
"1902"	"contig203709|IGF2BP3|6"	9.18708207755295	10.5932025249882	393	5
"1903"	"contig203715|SP2|11"	9.03109492810158	10.561407048588	295	6
"1904"	"contig203727|PPP6R1|8"	6.86853565899352	7.01455833330254	302	1
"1905"	"contig203734|EIF4H|6"	6.78238377419166	8.07911277391254	213	1
"1906"	"contig203737|TESK1|11"	8.44961166224839	10.0687760051582	325	5
"1907"	"contig203743|SBNO1|6"	5.49919553498526	6.77182287516127	306	5
"1908"	"contig203751|SCAF4|7"	5.9668038751617	6.86826642649128	276	4
"1909"	"contig203757|TMC7|11"	12.9208306527023	13.9844143799431	321	2
"1910"	"contig203772|MPO|11"	24.7750914725913	32.0807274252504	446	8
"1911"	"contig203776|USO1|11"	6.2871910142984	6.31047801860927	297	1
"1912"	"contig203781|MAF1|6"	11.0273076802469	12.4330305751338	237	1
"1913"	"contig203794|LOC390940|11"	6.11990817002638	7.58212969340873	309	1
"1916"	"contig203806|C16orf62|2"	7.16065106071729	7.62292609731909	319	1
"1917"	"contig203811|RAD50|7"	15.0040838926448	16.3335733837447	221	4
"1918"	"contig203815|BRD7|11"	8.27403820329642	9.11619223238673	188	2
"1919"	"contig203822|ZBTB3|12"	4.32218704511491	5.25412094915873	300	17
"1920"	"contig203827|ARHGAP18|6"	5.96490777259848	6.47189559889281	404	2
"1923"	"contig203838|IDE|2"	8.27712163318651	10.6622680911911	310	6
"1924"	"contig203857|PREB|11"	6.29113940422778	7.90111289767546	262	5
"1925"	"contig203859|MAT1A|6"	11.4686899108658	13.1769602454045	314	3
"1926"	"contig203874|MTMR2|3"	6.107664123852	6.18226112772291	294	2
"1927"	"contig203877|EIF3C|6"	4.33048252120409	5.08384046963891	225	2
"1928"	"contig203883|ALPL|11"	5.13927997807352	6.94727089868416	369	11
"1930"	"contig203908|NPEPPS|8"	7.96079569503694	8.95884340334345	273	2
"1931"	"contig203915|PEBP1|11"	24.2728087938756	30.571458000968	360	1
"1932"	"contig203919|UBAP2L|11"	4.55711994267273	5.05955165247946	304	5
"1934"	"contig203929|DENND5A|6"	12.8319339096814	15.5098753851016	332	4
"1935"	"contig203934|SYNE1|8"	4.54414627582716	5.45904779075073	237	2
"1936"	"contig203946|ENTPD7|7"	11.058564224279	13.0157298175613	306	4
"1938"	"contig203997|RBM42|6"	13.0542179995217	16.1059691676396	379	8
"1939"	"contig204001|SLC25A28|11"	9.27680752859423	11.3064679647364	289	4
"1941"	"contig204046|CDKL5|6"	7.89274082522585	9.88030481728691	398	7
"1942"	"contig204049|MAP3K5|11"	5.90301808496896	6.46954153649382	254	2
"1943"	"contig204051|LONP2|11"	5.82498983691972	6.96706662080946	212	3
"1946"	"contig204068|PAFAH1B2|8"	11.5052023563554	13.5734211639736	272	7
"1949"	"contig204090|ING3|2"	15.2446207131197	18.039064965738	363	5
"1950"	"contig204102|VPS33B|8"	8.34728148597024	8.97848486543604	157	3
"1951"	"contig204108|MASTL|6"	5.46502316530575	5.79936314150327	359	1
"1952"	"contig204118|ZC2HC1A|6"	11.5687017211615	14.1531003218009	321	3
"1953"	"contig204127|CEP85|8"	6.87469358933837	8.60384455536673	379	8
"1954"	"contig204130|SRSF4|11"	12.4803917083504	15.9981637859571	437	6
"1955"	"contig204141|EXOC5|8"	14.8157020754311	17.9002638242853	376	1
"1956"	"contig204148|TLR3|11"	11.7350702366004	13.9253203171089	307	7
"1957"	"contig204151|GNPTAB|11"	5.43170697848952	6.88850940082655	265	7
"1958"	"contig204157|CERS5|6"	6.7363878907642	7.13975942147673	236	1
"1959"	"contig204169|ATP6V0A2|7"	10.9439798388253	12.5078196199829	393	2
"1960"	"contig204174|SNX25|6"	11.6254541983546	13.9927705103144	361	5
"1962"	"contig204183|NDC80|9"	11.7111126214885	13.8052793677505	334	6
"1964"	"contig204210|PGAP1|8"	11.851005467843	14.1761315816089	298	3
"1965"	"contig204222|OSBP2|6"	11.41288215239	15.8789518266502	393	1
"1966"	"contig204227|TSTD2|6"	5.35487946546487	6.71858343640673	350	10
"1967"	"contig204237|CTTNBP2NL|9"	5.6417767595191	6.45630874364266	238	1
"1968"	"contig204252|SLC25A43|6"	13.6782591547048	15.5352155471736	318	7
"1971"	"contig204294|E6A6|OPA"	10.5035427391018	12.443204082436	384	4
"1973"	"contig204345|RPA1|7"	5.2133029316317	5.89247404839072	326	5
"1974"	"contig204349|ABHD13|6"	11.8446044499974	14.7360049710022	338	2
"1975"	"contig204365|SPAST|6"	9.34342424399535	11.769180164926	324	3
"1976"	"contig204369|MED25|11"	5.35612525935318	7.14663156056727	379	4
"1977"	"contig204381|EPN3|12"	12.5988017367161	15.0987813456882	354	8
"1978"	"contig204391|PAPD4|3"	14.1537368509384	16.1408973227715	301	5
"1979"	"contig204395|VDAC1|6"	7.72380543416461	8.93804372188218	224	3
"1980"	"contig204402|PWWP2A|6"	7.63911976860062	8.71233449162527	265	1
"1981"	"contig204411|GATAD2B|6"	4.48820130356783	6.77892957877309	323	4
"1982"	"contig204420|VAC14|6"	8.78604757141334	10.4185734909945	342	6
"1983"	"contig204427|TBC1D2|11"	5.40256336714572	6.96910495909527	344	4
"1984"	"contig204436|SIX4|11"	7.65024990295299	9.94175578066164	425	9
"1986"	"contig204441|TFCP2L1|8"	7.87975836616562	9.09375927510763	296	2
"1988"	"contig204493|SLC35C2|11"	8.34310359945736	9.56199122379	245	2
"1991"	"contig204522|TMEM8A|11"	10.3115055233762	12.379935876268	358	11
"1992"	"contig204525|TRAF6|11"	10.7989941850721	13.0328226635332	381	2
"1993"	"contig204529|ACSBG1|9"	6.39388151290511	7.34958409615073	242	4
"1995"	"contig204552|PDCD6IP|11"	12.3534377665026	13.9482174846045	245	1
"1997"	"contig204597|PICK1|3"	5.54061190556503	7.62024553905891	409	3
"1998"	"contig204603|PARN|6"	10.8648460617793	11.0326526259428	234	1
"1999"	"contig204606|NUDT21|6"	9.89953330232401	11.9064303876284	265	7
"2001"	"contig204612|ARMC2|11"	8.60681865330404	9.31286695726873	155	1
"2002"	"contig204620|HIF1AN|8"	13.1335951998245	15.3104707016145	206	2
"2003"	"contig204621|BAZ1B|11"	7.70729515027389	9.01921061471727	203	1
"2005"	"contig204634|GPT|8"	5.11475585882007	5.36441185031968	234	2
"2006"	"contig204640|CRKL|8"	8.89298437537788	10.5194828979709	319	1
"2007"	"contig204649|RANBP1|6"	11.8582871278499	17.9200636211689	278	1
"2008"	"contig204658|FHL1|11"	8.6503598142868	11.0706006843705	285	4
"2009"	"contig204660|CRAT|6"	5.00816773285381	6.52317995420855	348	5
"2010"	"contig204667|RGS18|11"	12.1418759764916	14.5912106611835	381	9
"2011"	"contig204693|PORCN|7"	5.00415418258886	6.038100343448	268	4
"2012"	"contig204697|PLEKHO2|8"	10.2526072850421	12.72400969171	312	11
"2014"	"contig204745|SCOC|11"	13.2544934006204	15.1658509788547	280	1
"2015"	"contig204753|MMP19|11"	9.54532716163121	11.6608414515905	286	3
"2016"	"contig204760|TMEM30A|6"	14.8853290719869	16.8434130897253	259	3
"2017"	"contig204775|MSH2|8"	7.1818038254195	8.35929634135073	276	7
"2018"	"contig204790|PALLD|12"	5.95027643176072	7.28452931884527	274	2
"2019"	"contig204804|TRAPPC12|1"	4.93294852421543	5.75832647773782	231	1
"2020"	"contig204808|PRLR|11"	4.28968223002552	5.57227630615644	394	6
"2021"	"contig204813|MIPEP|2"	8.46650304136211	10.6469612733229	345	5
"2022"	"contig204819|PA2G4|6"	9.81240110634799	11.0313292061791	195	3
"2025"	"contig204846|FASTKD3|6"	8.24163352307259	9.57933007853145	260	1
"2026"	"contig204860|RAB24|11"	5.69463824294906	6.98667198705472	266	1
"2027"	"contig204868|ARHGEF12|6"	5.64068827385223	5.75200002119854	196	1
"2028"	"contig204882|E7A5|OPA"	9.88850418298965	12.3848938744935	418	9
"2030"	"contig204897|NFKB2|11"	12.0993271657647	13.1892767659876	310	4
"2031"	"contig204906|UHRF1|9"	10.9058553039943	12.6242051501251	323	1
"2032"	"contig204916|NUP133|7"	6.82371464271123	7.51259626163745	324	2
"2033"	"contig204918|MSMO1|8"	10.6247169345918	13.1338808722504	347	10
"2034"	"contig204927|RUNDC3B|6"	10.8252405696089	12.9447821914198	343	2
"2035"	"contig204931|STRBP|6"	15.0665927808484	16.4619354379878	226	1
"2036"	"contig204933|TRPM7|6"	12.1709334698883	14.480111521466	271	1
"2037"	"contig204951|OBSCN|12"	9.67572231513967	11.4067812843459	303	1
"2038"	"contig204970|PRR11|11"	11.2710725341383	14.0962631602951	356	5
"2039"	"contig204973|ZNF85|8"	9.76438011480063	11.7179797208309	261	4
"2040"	"contig204990|UBXN6|6"	11.3260862974878	14.9493862427531	315	4
"2041"	"contig204993|SECISBP2|11"	10.3654523293107	11.8301879821653	314	7
"2042"	"contig205008|LSM14A|8"	5.88731222915359	6.28879341074346	223	3
"2043"	"contig205029|LACE1|9"	12.7683218358662	15.9543385357364	358	4
"2045"	"contig205066|CBARA1|7"	10.2113675579187	12.2176430651516	377	2
"2046"	"contig205092|PFKM|11"	7.90796627102479	9.47612146402673	273	4
"2047"	"contig205104|GAK|9"	9.86179976061595	11.0975306354349	230	4
"2049"	"contig205125|DENND2C|11"	10.885216911902	12.8881755003207	303	1
"2050"	"contig205144|DLC1|8"	6.73812204708185	7.82948456236561	270	3
"2051"	"contig205158|APLF|11"	8.66154993481938	9.49922018480418	389	2
"2052"	"contig205161|TIFA|11"	17.5546535058205	22.0816686393558	256	3
"2054"	"contig205181|SDSL|11"	8.40927690901289	10.6214331136733	307	6
"2055"	"contig205192|C18orf25|8"	11.7049165632077	14.3950621154358	329	1
"2056"	"contig205203|ZFAND3|8"	9.96530226897451	12.4467106535723	351	4
"2057"	"contig205215|PIN4|8"	26.0898320771931	31.4717254476033	377	2
"2059"	"contig205227|IKBKG|11"	10.9186129697384	13.6398633842845	247	1
"2060"	"contig205236|CSTF1|6"	9.53974168522343	11.1235261452851	271	8
"2061"	"contig205239|ORC2|6"	7.5077139640625	8.62963504417528	264	5
"2062"	"contig205245|GALK2|12"	13.5967251967181	16.7435500896125	394	8
"2063"	"contig205262|MYO9A|8"	8.08157740684722	8.83030881227982	188	5
"2065"	"contig205273|DIAPH3|6"	4.55683075277489	5.34377442469146	239	5
"2066"	"contig205275|RAP1GAP|6"	7.9907099002913	9.31793896040873	323	3
"2067"	"contig205294|MTRF1|11"	9.30201118222822	12.0094077037649	415	9
"2068"	"contig205305|CC2D1A|9"	4.97724647190016	5.81538166368709	268	4
"2069"	"contig205313|IDI1|6"	12.6270076486027	14.9269857757062	350	8
"2070"	"contig205314|HACE1|11"	4.19139646670171	5.01492183615836	232	2
"2071"	"contig205329|LMBRD1|3"	13.3873814385499	15.8931042463595	379	3
"2072"	"contig205338|BBS4|6"	9.25249276403049	9.53446987924673	249	2
"2073"	"contig205356|KLHL12|6"	6.30844027374503	7.315862296844	211	2
"2074"	"contig205360|DRG1|3"	11.4432551255773	13.4670181000042	309	6
"2075"	"contig205362|IRF2|6"	13.6027587796569	17.2828892180265	350	1
"2077"	"contig205396|TRIM24|6"	5.02327597277299	5.45845373788164	228	1
"2082"	"contig205454|THAP7|11"	6.75572399673924	9.110262399052	371	7
"2084"	"contig205482|SAP30BP|6"	13.9242299084763	15.5546343302978	185	4
"2085"	"contig205510|DBR1|6"	6.67737169736233	7.761493360238	195	6
"2086"	"contig205513|MYOM1|7"	7.4014440463144	9.72557135519218	291	5
"2088"	"contig205530|DNER|6"	8.64833334297896	9.97994466781642	242	4
"2089"	"contig205535|GABRG1|8"	11.3747825823762	12.6563959600478	215	2
"2090"	"contig205548|MYD88|12"	9.50754040804709	11.5663010597098	371	2
"2091"	"contig205569|OMD|11"	11.8223691899646	13.6947672000127	294	3
"2092"	"contig205578|CGN|11"	10.0529159275209	11.4223971052055	297	3
"2093"	"contig205590|ABCB7|7"	5.4308133564964	6.43018353977127	263	4
"2094"	"contig205593|RENBP|8"	11.9105446762034	13.5785196837587	239	4
"2095"	"contig205654|RAP1GDS1|2"	9.86697496829083	11.2400782939435	234	1
"2096"	"contig205661|BTBD1|6"	18.5770729781086	21.0929898683902	285	2
"2098"	"contig205677|MST1|8"	7.43682217861678	8.80675357675364	272	9
"2099"	"contig205685|CLUAP1|6"	5.76795918785121	5.84386773990109	234	3
"2100"	"contig205689|SMC2|8"	12.9652056264672	15.6584806849327	340	4
"2101"	"contig205714|PRKD2|11"	4.85674503301554	5.92105629125891	333	2
"2102"	"contig205729|SEC14L1|8"	7.85368810100112	10.5544061973084	358	2
"2103"	"contig205749|ALKBH4|8"	11.3272566619749	13.1980771892449	309	6
"2104"	"contig205792|CDC40|1"	6.14897041028568	6.58496934337091	323	1
"2105"	"contig205800|ZCCHC6|8"	7.71926385062133	10.6552644922249	312	1
"2107"	"contig205854|EED|6"	10.9973994521025	12.5032093536227	250	6
"2109"	"contig205863|RAF1|6"	10.6301789786358	12.8790018241853	316	2
"2110"	"contig205876|RNF31|7"	13.3877026888815	15.2470208496451	319	3
"2112"	"contig205887|TDP1|9"	8.39509708648463	9.88875250905115	355	3
"2114"	"contig205902|CDK17|3"	13.1999419281072	15.5122474988304	342	4
"2115"	"contig205950|SLC17A8|8"	11.1015165205715	11.7893030021069	426	2
