Target	Length
contig314775|WNK3|11	403
contig319211|KIAA1045|8	291
contig144516|HSPBP1|4	206
contig219043|WDR41|8	310
contig111695|FAM184A|11	209
contig316355|MYPOP|8	206
contig190887|LGMN|6	402
contig316835|KRTCAP3|11	369
contig319325|CYP19A1|8	341
contig318923|PIGC|8	198
contig150190|ACVR2A|1	261
contig323406|PAK1IP1|3	253
contig166084|MARK4|6	332
contig326144|CCDC12|8	306
contig201414|SH3GL1|11	192
contig80364|SLC25A15|6	295
contig203760|ZBTB24|8	250
contig319805|RUSC2|11	176
contig465482|GLIPR1|6	203
contig189903|RNF2|6	277
contig226224|LACTB2|6	176
contig324903|C5orf44|3	404
contig321289|ZNF706|6	321
contig201756|EXT2|8	208
contig202128|CDH11|3	291
contig48179|APIP|11	280
contig320202|ACER1|7	222
contig319942|SLAIN1|9	345
contig157173|MSL1|6	224
contig320220|EPDR1|6	203
contig314373|RBPJ|6	309
contig208885|PXMP4|11	246
contig131546|CTNNA1|2	348
contig202821|SYN2|3	253
contig336065|PRKACB|8	233
contig206358|NEBL|8	169
contig316075|STIM2|5	335
contig328948|CACNA1G|12	319
contig201417|BCAT1|3	275
contig204939|GPHN|6	294
contig201820|VGLL4|6	303
contig323067|PSAT1|8	345
contig473285|ADAM8|8	232
contig331383|GOLGA7|6	242
contig204277|F2RL2|11	225
contig183419|VSTM2A|6	389
contig206498|KIAA0907|6	318
contig139991|ZFPL1|11	176
contig495756|LOC651536|8	263
contig142398|GNL3|12	187
contig202335|PIGO|8	193
contig314423|ARID1B|2	233
contig316765|SORCS2|8	236
contig875800|THAP11|11	276
contig188927|TMEM87A|9	348
contig203836|GSN|6	295
contig208890|GALNS|2	292
contig136953|PHPT1|6	306
contig141035|ARL2BP|4	333
contig316253|METTL22|7	297
contig318836|CALR|9	289
contig500077|PTGIS|8	183
contig316583|CCDC6|6	324
contig317727|RSPRY1|6	261
contig331843|KIAA0556|8	156
contig156908|TOR1AIP1|11	285
contig193539|MCEE|8	362
contig358741|AREG|11	354
contig105655|COPA|8	259
contig771680|MTNR1A|6	416
contig318451|TRMT2A|9	263
contig359808|CKS2|2	255
contig318055|GABRA2|11	170
contig316645|PIGG|11	276
contig315657|RFTN2|11	315
contig203665|AK4|6	245
contig202349|GOLT1B|6	325
contig314878|TRIP11|7	409
contig221098|FOXP4|6	201
contig317816|C7orf50|11	244
contig320719|BRF2|10	405
contig145938|ENOPH1|6	354
contig122293|EDEM3|6	276
contig206937|NUDT18|11	301
contig210642|SCARB1|8	197
contig341170|TBC1D30|11	166
contig315610|SEL1L|11	233
contig113701|SLC36A4|8	170
contig205181|SDSL|11	307
contig314961|TLK1|11	244
contig333766|TYRP1|11	319
contig329986|FAM63B|6	364
contig332159|GGT5|8	171
contig315935|SEMA3D|8	264
contig251199|G0S2|8	200
contig315943|ITGBL1|8	275
contig854703|IGSF3|11	325
contig118076|CDKAL1|1	226
contig135503|NUDT9|8	229
contig123376|CENPQ|12	241
contig314790|WDR47|11	295
contig323167|MTERF|8	341
contig331111|IST1|11	342
contig324151|PLA2G12A|6	431
contig206888|OXSM|8	395
contig214254|ZFYVE1|8	345
contig339348|SETD1A|11	373
contig196741|C22orf32|8	407
contig320954|SLC1A2|6	230
contig106732|NUSAP1|8	207
contig202624|P4HA1|6	305
contig145163|PDIA5|6	288
contig380761|HYI|1	418
contig751602|FXYD7|11	215
contig203114|SGK3|11	356
contig159309|AMT|8	223
contig219747|GGT7|2	388
contig351594|HMGCS2|11	260
contig203568|SRFBP1|8	329
contig315124|PPP1R15B|11	332
contig158553|CTSB|6	351
contig250251|CLASRP|6	180
contig314918|EFHD2|8	351
contig83253|FAF1|11	442
contig238700|C20orf94|7	209
contig317527|ZBED1|6	367
contig318842|SPATA2L|11	372
contig232117|NCCRP1|11	331
contig320526|TEK|8	209
contig329488|ADRM1|9	243
contig317880|CASC5|11	188
contig315820|ANKRD13C|6	191
contig33155|IDH3G|1	356
contig210928|XKR8|8	385
contig117589|RAVER2|11	288
contig316654|TOX|6	298
contig315969|TXLNA|9	281
contig316069|PKN2|7	352
contig111786|POLR2E|6	171
contig358368|WSCD2|6	348
contig315436|BUB1B|11	216
contig327092|MOGAT2|7	333
contig71924|R3HDM1|6	357
contig123040|DLD|6	212
contig648619|SLC25A1|6	205
contig205029|LACE1|9	358
contig316651|SPATS2L|10	270
contig314534|IRS2|12	406
contig317182|SELENBP1|11	308
contig381217|SCG5|11	317
contig139600|ITGA2|8	336
contig314276|PRRC2A|11	244
contig320738|NOC4L|9	361
contig333290|GFOD1|6	240
contig330037|PSMG3|8	216
contig135547|STOML2|8	294
contig722697|SLC35F1|8	151
contig319315|ASPSCR1|12	217
contig317154|WAPAL|11	252
contig495454|OXT|6	429
contig141933|SRRD|6	209
contig191049|DOHH|7	440
contig320386|ASB15|6	313
contig620998|SPG20|8	243
contig156105|SPATA2|12	299
contig108551|TXNRD1|3	384
contig324548|FANCL|6	314
contig314578|PRPF4B|8	359
contig144420|LARP4|6	320
contig314425|MREG|11	407
contig189883|RPGR|9	243
contig195201|UFD1L|1	207
contig201430|SPINT1|11	339
contig204931|STRBP|6	226
contig67022|SORBS1|6	185
contig348569|RBP1|6	286
contig320824|NICN1|11	356
contig321016|FANCF|11	290
contig134655|CADM3|12	288
contig202852|FBXO33|6	283
contig159745|USP6NL|12	400
contig208609|FAM100B|6	319
contig215256|SLC36A1|6	220
contig96783|TGFB2|8	418
contig401615|SLC2A6|8	165
contig188997|ALDH1L2|7	261
contig314312|XPO5|11	295
contig92559|BRAT1|8	348
contig320795|ATP1B2|11	206
contig316441|DUSP11|8	317
contig202654|TBCEL|11	315
contig732321|PQLC1|11	203
contig721666|B4GALNT2|11	418
contig340953|SNCG|7	357
contig145688|ADD2|11	333
contig193399|UBOX5|11	239
contig317656|C11orf41|8	306
contig201352|SPTBN1|4	285
contig138563|KIF18B|6	162
contig209188|SASH1|6	422
contig322353|RNPEP|7	234
contig207957|STX11|6	273
contig75411|BLVRB|8	201
contig229755|UBE2S|8	303
contig157379|KLHL22|11	405
contig253351|POLR2L|6	347
contig371373|HES1|11	220
contig316022|TXNIP|9	321
contig207336|FAT3|6	342
contig322768|PIH1D2|8	295
contig206744|UMPS|11	277
contig160583|SYT1|6	164
contig314716|CTR9|11	236
contig63256|TTC4|6	347
contig322056|KRIT1|6	205
contig224761|ADCY2|5	433
contig325586|ELP4|6	303
contig122807|DHX15|6	187
contig317216|FAM222A|11	240
contig210189|GABRG2|3	378
contig139770|TNFRSF1B|11	210
contig335278|GPR87|8	238
contig315772|MAL2|8	220
contig39473|LAPTM4A|3	253
contig191759|IVNS1ABP|6	241
contig85666|XIAP|8	420
contig114283|HNRNPUL2|6	238
contig156125|LHFPL3|8	332
contig131804|CLN5|11	331
contig79084|WDR48|6	402
contig342449|FAM184B|11	333
contig120838|SAMD12|11	329
contig324609|R3HDML|3	272
contig381838|C3orf55|6	389
contig202321|ZNF268|8	288
contig314625|GYS1|11	199
contig134877|GCFC1|5	309
contig221334|TTC38|11	339
contig202384|OPA1|3	383
contig319330|MLF1|11	209
contig317059|CYP27A1|11	198
contig113829|CDC7|11	230
contig189023|AAMP|4	394
contig100931|TTLL12|6	300
contig85937|DLAT|6	356
contig72965|LPP|8	422
contig341003|GSTO1|6	399
contig318481|SLC25A17|11	285
contig122443|MEPCE|11	278
contig156442|ARRDC2|6	341
contig315368|GABPB2|11	303
contig113652|MBIP|11	249
contig137351|MSRA|11	351
contig202285|HEATR2|11	316
contig230254|C4orf27|6	356
contig338359|WDR67|6	354
contig93789|TMEM144|6	384
contig336032|ROPN1L|11	209
contig324280|SAC3D1|8	262
contig321619|CDKN1B|8	377
contig884569|ProSAPiP1|6	236
contig190317|CHMP7|7	389
contig123776|MRPS16|8	250
contig201698|PPP3CA|11	192
contig203211|RFC1|11	336
contig314725|TIA1|8	273
contig317446|SLC39A3|11	304
contig330981|EBF2|6	183
contig319698|DUSP7|6	333
contig700872|HPSE|6	303
contig183481|DLST|4	245
contig144703|PI4K2B|6	324
contig203709|IGF2BP3|6	393
contig58030|HSD11B1|11	214
contig319099|PIGH|11	322
contig326489|SLC13A2|11	298
contig208181|UCHL5|3	277
contig205375|ANKS1B|6	164
contig318136|MPDZ|6	353
contig315533|ARRDC1|7	207
contig314611|GALNT7|11	311
contig183343|GTF2B|6	279
contig316110|WEE1|11	238
contig159809|CDK7|3	218
contig316051|NUAK2|11	315
contig356828|BMI1|8	314
contig325099|RBM22|6	394
contig317004|CWH43|7	365
contig319700|SELO|11	269
contig317658|NAT16|6	289
contig92431|MYBPC1|11	163
contig208393|PRKCD|11	200
contig361854|PLAC8|11	241
contig208167|C1orf124|12	228
contig193299|LRRFIP1|8	312
contig317452|RBM24|2	366
Mex_NM_031369_Contig_11|HNRNPD|8	272
contig321526|PRKX|8	218
contig208401|NEK6|3	257
contig215998|C15orf33|12	244
contig789497|PREX2|8	377
contig329552|NUDC|8	440
contig50734|ZNF813|12	266
contig140925|EEF1E1|8	265
contig634416|MEOX2|6	268
contig491725|HINT1|8	316
contig377235|FTH1|3	353
contig315998|RPAP2|11	421
contig201753|SEMA6A|8	360
contig133582|RPL35A|2	193
contig192376|VPS41|3	323
contig318394|P2RX7|9	364
contig333776|IFT122|12	205
contig188913|MAPK14|7	407
contig206182|DDX49|6	373
contig314547|C14orf159|9	257
contig48001|IARS2|3	304
contig104657|PCMT1|12	204
contig325022|KLHL32|6	157
contig98270|SUPT7L|6	412
contig325274|GPN2|7	194
contig322807|BPGM|11	304
contig156160|CDON|8	332
contig319775|C17orf48|6	291
contig100104|MPHOSPH6|2	356
contig184059|C10orf47|11	329
contig140025|VAMP3|6	302
contig161293|DACH2|6	304
contig136707|MCC|6	250
contig204349|ABHD13|6	338
contig333022|CYB5R1|6	374
contig320688|PRTN3|8	288
contig201496|ZAK|12	352
contig318720|C9orf100|6	379
contig315249|SART3|11	267
contig320180|CDK6|6	225
contig314434|ARHGAP21|6	243
contig318784|KIF26A|11	220
contig209449|CFD|8	384
contig202512|FAM96A|6	356
contig316962|ATL3|4	258
contig201624|LIFR|12	340
contig166878|SKAP1|8	444
contig317767|TMX3|6	325
contig145448|TRADD|11	250
contig106823|CCT5|6	195
contig333862|UQCRFS1|11	377
contig202887|CFP|7	262
contig108933|SEC16A|11	256
contig124223|CTU2|8	301
contig317860|ANGEL2|11	342
contig361700|DNAJC24|3	293
contig32611|NBL1|6	433
contig323704|CCDC126|12	268
contig203227|GRAMD4|2	386
contig323741|CDH17|10	228
contig218697|EXOSC3|11	254
contig159861|FAM13A|11	197
contig315600|CHDH|7	337
contig133913|NIPAL3|11	352
contig315083|GPX7|7	273
contig316923|UHRF1BP1L|11	229
contig326207|CAMK4|11	217
contig314902|RPS6KA3|2	358
contig189887|CALCRL|11	315
contig156398|TBC1D22B|11	297
contig323531|TTC29|11	220
contig183063|SEC61A1|8	433
contig222097|LASS1|11	240
contig188907|SLC35A4|11	374
contig316107|MCM6|3	311
contig95418|PPIH|2	253
contig202431|CRTC1|11	282
contig219478|ZRANB1|6	315
contig210945|GNA12|6	222
contig197627|CTXN3|6	447
contig331566|TCEANC|11	350
contig324076|DUSP6|6	302
contig68295|SMARCA2|8	445
contig191643|SUGP2|12	382
contig321643|MSANTD3-TMEFF1|2	339
contig315753|B3GNT3|11	370
contig202409|AZIN1|8	406
contig321773|CEP152|9	274
contig314627|SF3B1|8	273
contig202798|CDH13|9	273
contig322552|CNDP2|11	192
contig318452|RPAP3|9	364
contig318766|TPH2|6	259
contig202458|MAGI1|11	271
contig359406|PYGO1|12	326
contig333762|TRIM35|11	345
contig410237|FAM160B2|9	220
contig220471|C17orf103|6	238
contig144729|ARGLU1|6	161
contig613332|DDX4|6	155
contig140183|KDELR1|6	250
contig334140|HTR2A|6	376
contig215268|OXNAD1|12	242
contig111425|STX12|6	382
contig101337|KIF20B|12	357
contig210547|WWP1|6	238
contig815881|COQ7|11	164
contig122550|VPS13A|8	281
contig352143|UPRT|6	158
contig156518|TOM1|8	406
contig221090|CDC26|6	328
contig111319|VWA5A|11	382
contig318629|PMF1|11	395
contig122779|ANKRD27|6	288
contig381861|PSMB2|11	218
contig339969|C1orf201|11	181
contig316826|SLU7|6	294
contig208333|SNAPC1|8	324
contig314937|COL17A1|11	330
contig208618|RBM39|11	270
contig321989|SUMF1|6	285
contig318506|CTGF|11	264
contig202047|BOD1L1|11	402
contig201582|PTPRC|12	425
contig84377|TTC19|6	254
contig832985|NLGN3|8	405
contig318584|UTP3|11	273
contig140975|FAM13B|6	259
contig96550|FAP|6	344
contig85975|ORAOV1|8	208
contig241411|PARP16|11	191
contig315670|PRKAA1|8	203
contig144373|LRP1|11	221
contig104959|SYTL5|6	384
contig107068|FGF18|6	260
contig334502|ACP5|11	312
contig210783|FRY|6	195
contig327094|MED4|6	400
contig419099|NPM2|11	250
contig399972|SLCO2A1|6	280
contig332547|HES5|11	319
contig314596|N4BP2L2|11	237
contig672464|GRP|9	252
contig353998|EXOC6B|8	357
contig140955|RWDD1|6	339
contig135004|ZSCAN20|12	441
contig194104|FAM166B|11	368
contig316042|MED24|7	218
contig190381|GLO1|4	237
contig314319|EPB41L1|6	388
contig107423|LYAR|11	265
contig202339|ELMO1|8	198
contig203988|BEND2|12	228
contig317101|RACGAP1|7	244
contig145383|TSEN34|11	233
contig326739|CTXN1|8	265
contig315011|SLITRK6|6	276
contig44401|ETFB|11	162
contig205008|LSM14A|8	223
contig319258|C1QTNF1|11	275
contig317258|C5orf22|6	348
contig316918|FAM171A1|11	216
contig317211|ANO5|3	280
contig323664|TYK2|6	193
contig318351|ERGIC1|11	306
contig157703|FBXO9|3	272
contig315859|EXOC2|8	310
contig207963|THNSL1|11	281
contig208937|DNAJA3|6	241
contig642523|ADCY10|11	237
contig214598|CBX6|6	184
contig321089|DNAJC1|7	271
contig316585|NMT1|11	320
contig173848|KLHDC8A|11	409
contig333382|HMOX1|6	211
contig317625|UTP6|11	342
contig354358|HIST1H1B|8	394
contig437134|ATP6V1G3|8	279
contig453969|ELAVL4|6	151
contig323431|EVC2|11	221
contig315941|BCKDHA|11	250
contig186659|PLEKHG1|8	216
contig326352|HUWE1|6	333
contig207517|CDK8|3	223
contig316422|TSR1|6	322
contig325591|ATP9B|6	247
contig203133|OPTC|6	291
contig322084|LNX2|6	187
contig144546|CPSF6|11	205
contig322343|TMEM119|11	227
contig190923|BRPF1|6	353
contig317424|SMCHD1|6	437
contig203098|RABGGTA|7	241
contig285150|C12orf35|8	236
contig317121|PURA|11	350
contig337700|WDR59|11	402
contig316550|PHOSPHO2|11	323
contig319634|RNF103|6	246
contig134025|C19orf6|11	201
contig316946|CASP10|11	230
contig420092|SLC6A1|6	237
contig316094|SLC41A2|7	295
contig315263|ABCC1|8	259
contig320496|ABHD3|11	308
contig355615|TC2N|11	200
contig195503|OSBPL8|6	446
contig204198|ARHGEF2|9	347
contig321827|MEIS2|4	285
contig96305|SC5DL|6	232
contig323873|MED17|6	357
contig205356|KLHL12|6	211
contig211498|CC2D1B|11	241
contig318001|LAS1L|11	421
contig202355|ZWILCH|8	380
contig360642|NTNG2|11	347
contig100034|ITGB1BP1|6	329
contig210751|SNX18|6	264
contig106384|TES|11	224
contig818930|FLAD1|8	262
contig165274|TMBIM4|11	213
contig316147|TANC1|11	323
contig146295|CYP46A1|8	357
contig315132|ZBTB38|8	304
contig314303|SIPA1L3|11	339
contig324886|AGPAT4|12	432
contig70872|CCDC124|11	373
contig98888|PTCD1|11	286
contig319485|PTPN11|11	286
contig189451|ADAP1|11	284
contig161908|C3orf75|11	298
contig324342|RAPH1|6	334
contig98645|TP53|8	202
contig189993|KIF2A|5	151
contig366609|KAT2B|3	269
contig94326|EPRS|6	287
contig206649|CRLF3|6	252
contig318690|KDM5C|6	302
contig892208|KIAA1244|6	217
contig373378|C17orf105|11	414
contig617985|NSUN7|8	377
contig323922|INMT|11	402
contig109834|SNRPB2|6	204
contig306706|NEURL4|6	174
contig323031|MYO16|11	236
contig183144|TMTC1|8	224
contig62457|STAT5B|6	308
contig189035|GNS|2	205
contig315800|TWF1|6	418
contig318396|TMEM185A|7	271
contig315546|RYR3|8	347
contig134416|APOOL|11	225
contig314706|TSNARE1|11	177
contig315280|FTSJ3|7	300
contig49416|CLCN3|11	274
contig212503|THY1|11	429
contig489189|CRYAA|6	208
contig346319|TERT|8	353
contig316428|OCLN|6	266
contig1003594|ST6GALNAC3|11	178
contig724472|SPAM1|11	203
contig235806|PPDPF|3	194
contig106433|SLC7A1|7	368
contig75652|GAPDH|4	308
contig183515|DNAJC21|6	255
contig323751|KIAA1731|11	348
contig217695|SYTL3|11	171
contig898493|PROX1|8	196
contig183863|SFRP4|11	419
contig329347|DOCK4|6	286
contig312473|SMARCC1|11	181
contig315713|MLF2|6	362
contig330339|BDNF|6	341
contig131599|VEZF1|6	372
contig142787|FRA10AC1|8	164
contig463175|CFI|6	399
contig201667|KIAA1737|12	303
contig117484|PPP1CB|11	327
contig94261|ST8SIA4|6	379
contig321153|MAD2L1|6	185
contig441039|SELM|11	158
contig362509|RIMS2|6	231
contig157633|GALNTL4|3	441
contig317094|10-Sep|6	336
contig204933|TRPM7|6	271
contig317334|MAPK1|8	297
contig145923|ISOC2|6	279
contig182999|DHRS7B|11	283
contig319293|DDX28|11	293
contig316237|CHAF1B|7	202
contig478008|NDUFB6|9	302
contig163355|SUV420H2|8	157
contig112998|OBFC1|11	153
contig317148|TMEM187|11	192
contig204522|TMEM8A|11	358
contig335124|COL2A1|11	312
contig191731|MAOA|6	366
contig100887|ANKRD11|11	363
contig144840|OTOF|6	311
contig330809|PLEK|7	260
contig202327|DNM2|11	251
contig123403|PDE8A|6	281
contig109357|FCHO1|11	398
contig315418|RYK|6	159
contig590077|TMEM240|6	207
contig335217|EBAG9|6	273
contig144564|PPFIA1|6	325
contig502594|BATF3|11	188
contig365704|SCRG1|11	298
contig314786|GRIK2|11	281
contig202501|TRIM28|8	382
contig117342|FAM21B|11	175
contig203143|IFRD2|6	358
contig314400|TMEM50B|6	233
contig74173|PBXIP1|11	264
contig145018|NONO|8	383
contig350467|KIAA1161|8	251
contig318164|EP300|6	358
contig318897|PEX14|2	209
contig190587|RGS5|6	218
contig189271|CSF1R|8	250
contig90942|DCUN1D2|6	165
contig317649|GUSB|3	244
contig318901|VOPP1|8	286
contig316016|GAL3ST2|6	427
contig111297|KATNB1|11	363
contig314361|KDM5B|10	276
contig314403|ENSA|6	214
contig329187|FAM115C|11	334
contig197049|IDNK|8	379
contig209919|SNRNP200|2	309
contig319904|ENTPD1|8	306
contig34087|NUP205|11	262
contig207880|XPNPEP3|6	330
contig205749|ALKBH4|8	309
contig317337|KDM1A|5	297
contig122795|GALNT2|3	325
contig314613|MOSC1|11	360
contig211143|SNAPC5|8	218
contig144357|MAP3K7|6	255
contig326899|BANF1|3	363
contig317786|C5orf28|6	331
contig159013|CAV3|6	264
contig208383|TRPV1|8	212
contig205362|IRF2|6	350
contig203973|SMPD2|8	352
contig328397|PCNT|6	280
contig133878|MORC3|11	350
contig316231|BBS7|3	256
contig204333|RNF34|11	233
contig328064|C7orf62|11	327
contig326699|UBE2QL1|6	289
contig189169|MTPAP|7	352
contig201516|ADRBK1|8	163
contig62857|YLPM1|6	242
contig132893|ATXN2L|8	362
contig204237|CTTNBP2NL|9	238
contig133755|PARP4|6	313
contig201862|EPHX1|11	203
contig156680|NSMAF|11	412
contig219310|SLC25A30|8	173
contig324089|ZNF451|11	406
contig323230|PSMD9|11	206
contig182626|RAD54L|7	365
contig214441|ABCC8|5	329
contig156474|CALCOCO2|12	314
contig315798|FXYD1|8	244
contig68481|COQ9|11	191
contig318166|PTCD3|11	374
contig317698|REXO1|12	437
contig770710|BAHCC1|8	228
contig210043|DDHD1|8	242
contig323456|SLC6A14|11	155
contig320958|MED19|6	374
contig323830|KIF1A|8	189
contig124088|DLG3|3	282
contig205161|TIFA|11	256
contig315351|DIS3L2|6	315
contig316226|TMEM33|6	236
contig321409|PCDH9|6	276
contig230865|TMEM129|6	237
contig158198|ZBTB8OS|8	195
contig203552|FAM185A|12	224
contig357833|NMBR|11	231
contig209123|PSMD12|8	334
contig318583|GLRA2|8	356
contig211251|SYNJ2|7	349
contig316248|SPECC1|8	261
contig326617|TRHR|6	383
contig207927|PRKAG3|11	187
contig98149|CDK16|10	311
contig189387|MLL2|10	302
contig315370|SCNN1B|11	302
contig401552|ADRA2C|9	237
contig317368|KIAA1147|6	295
contig207780|TTC9C|12	371
contig113004|TLL1|8	287
contig104539|TALDO1|11	275
contig557313|FAM171A2|8	186
contig379007|JAK3|11	230
contig320781|CREB3L2|8	302
contig322559|ZNF830|11	295
contig315569|STAG1|7	202
contig111066|NDUFA12|6	290
contig118609|SELS|11	326
contig315919|AGTPBP1|11	367
contig315490|COPB1|8	204
contig314679|CHML|6	313
contig332699|AKR1B1|6	340
contig192021|POLDIP3|8	370
contig203560|KIAA1609|11	227
contig317305|PANK4|11	309
contig314644|TP53BP2|11	415
contig202162|TMEM209|8	341
contig314678|MOV10|9	306
contig125452|SRGAP2|8	243
contig217010|KIAA1524|11	180
contig131512|SEMA5A|8	234
contig688107|MICALL1|6	218
contig319110|EIF2AK1|8	345
contig314904|STT3B|2	200
contig548572|TADA2B|6	269
contig134712|UBXN4|6	244
contig317721|CIB2|11	373
contig145315|RARS2|8	362
contig334129|PIGY|8	289
contig144573|CCNT2|12	215
contig731224|TMEM132E|8	294
contig320545|GJB3|6	320
contig317491|CDC42SE2|6	338
contig315786|NIPBL|8	377
contig141396|C1orf55|6	208
contig67571|PRMT1|11	374
contig319467|ATP7A|6	290
contig218704|ERGIC3|9	327
contig315626|SAE1|11	363
contig504683|HCFC2|8	313
contig320713|FHOD3|11	278
contig144334|SPEG|8	254
contig219624|NFKBIZ|11	326
contig315920|NOM1|11	291
contig207219|FBXL8|11	314
contig315088|BEND7|6	386
contig339445|MED30|11	212
contig315448|LTBP1|9	256
contig332078|TMEM237|6	320
contig203167|SQSTM1|6	320
contig315250|DDX24|11	328
contig325052|HNRNPK|12	304
contig46308|USP10|11	291
contig206010|HEPACAM|11	296
contig314614|MARK1|7	249
contig949464|SLC1A7|3	169
contig206682|WDR75|9	344
contig89940|CTNNB1|6	336
contig318606|RASA4|6	330
contig217725|CPNE5|11	334
contig201628|TACC1|11	303
contig202830|AP1B1|9	309
contig68254|RPL10|4	203
contig96001|SRPK1|6	260
contig324999|RBM17|6	350
contig337262|HEBP1|11	309
contig98618|MUL1|6	296
contig322489|TCTN1|8	267
contig158565|GRB10|4	440
contig317008|CLDND1|6	392
contig78581|ZP4|8	248
contig321338|ZNF236|11	326
contig206091|KARS|11	185
contig65427|TCEB3|11	377
contig134945|EMC3|3	249
contig319266|TECPR2|11	272
contig332584|CALB2|6	166
contig208809|CPT1B|7	245
contig158404|PRELP|11	164
contig225543|C14orf119|6	316
contig319624|KLF11|9	281
contig357523|CSTF2|3	363
contig321204|FAM69C|12	198
contig392282|PKHD1L1|11	233
contig370546|MRPL17|6	387
contig141711|ASNSD1|6	252
contig322153|RIC8B|6	243
contig141300|LARP7|7	380
contig215314|HMGXB4|11	337
contig321535|FAN1|11	326
contig318703|SETD5|11	268
contig205227|IKBKG|11	247
contig317839|SLC25A25|6	290
contig218976|SLC18A3|11	431
contig320470|AGMAT|11	256
contig314321|TWSG1|11	267
contig320547|KIFC1|11	247
contig323472|UBE2W|2	334
contig319712|TCTA|11	312
contig155814|C14orf43|6	154
contig213147|FAM98A|6	185
contig338270|RTN2|6	282
contig185115|PCBD2|8	245
contig218056|FAM129A|11	182
contig316377|SULT1C2|7	222
contig823103|FAM57B|6	249
contig123928|FLOT1|6	330
contig196479|ZPLD1|12	218
contig521448|ADO|11	275
contig202471|RNMT|4	232
contig87622|ESRP1|8	363
contig320431|SFXN5|11	262
contig212634|OGG1|11	339
contig139605|BAX|11	201
contig316931|BNIP3L|6	388
contig196003|GRID1|6	427
contig338943|JAKMIP2|6	202
contig202924|HK1|8	449
contig316119|ATRIP|11	295
contig347889|TRMT61A|8	188
contig156665|BCAM|8	281
contig331047|DLL1|12	225
contig222474|TEX30|11	384
contig319631|SLC39A7|6	215
contig134826|GTPBP4|3	152
contig202573|MMP14|6	411
contig140001|CNOT1|3	283
contig391415|GPAM|6	424
contig318615|KBTBD13|6	353
contig191851|POLE3|6	188
contig322482|C1orf112|6	368
contig201901|SDR16C5|11	335
contig190579|GLUL|11	322
contig320169|GATAD2A|6	308
contig204381|EPN3|12	354
contig331353|MGAT5|1	313
contig79010|NCOR2|7	166
contig481943|ATP5L|11	217
contig204438|ITGA6|11	287
contig188749|CDC42BPA|9	208
contig158401|HDAC10|9	279
contig204157|CERS5|6	236
contig122842|CAPN8|11	249
contig320081|ALDH5A1|11	200
contig215373|SAP30|6	352
contig132304|MRPL35|11	330
contig321553|SMOX|11	412
contig319043|PRRT3|11	333
contig132100|ERC1|11	280
contig317003|PIGW|11	286
contig315537|XRN2|12	329
contig209937|ENPP1|8	293
contig203181|WASF1|11	184
contig201966|CDK4|8	283
contig318386|C19orf29|11	302
contig159075|CCDC94|4	243
contig203364|TXNRD3|6	209
contig203463|DAPP1|6	206
contig317183|ELAC1|8	249
contig335738|TBC1D13|11	244
contig360396|MBD1|12	383
contig317630|CENPE|8	287
contig201681|DNAJB1|11	311
contig203405|VPS26B|7	346
contig322880|YARS2|11	372
contig319696|MOGS|11	308
contig317652|MICAL3|8	230
contig335629|LSM2|9	206
contig135127|C12orf49|8	195
contig134871|UXS1|6	369
contig205239|ORC2|6	264
contig134181|AASS|8	243
contig203979|POLD2|6	436
contig184619|C3orf33|8	201
contig189371|PPP1R3B|11	393
contig411062|TTC25|6	195
contig322820|TBC1D20|11	362
contig323275|UBE4A|6	176
contig135154|CXCR4|6	242
contig202132|PIAS3|8	280
contig50465|YAE1D1|11	373
contig316885|DDX54|9	353
contig156255|KAT7|4	242
contig320120|TSEN2|9	302
contig330748|RASSF1|6	304
contig206638|DCAF17|6	444
contig324542|L2HGDH|4	279
contig315894|CAT|3	362
contig412637|EFCAB11|8	238
contig316570|CTNND1|6	173
contig316451|LCA5|12	209
contig314240|CREBBP|12	304
contig203190|ITSN2|8	195
contig134357|ZNF131|11	285
contig201588|SETBP1|11	363
contig104904|PTPRE|6	293
contig321235|KIRREL|12	320
contig315139|CUL3|1	256
contig156873|LPCAT4|11	332
contig213205|ACVR2B|6	206
contig362670|TTLL2|11	340
contig244431|PHF21A|6	285
contig204775|MSH2|8	276
contig87543|UQCC|6	189
contig332463|PRL|11	381
contig320397|ENOX2|6	278
contig318586|ANKRD43|11	357
contig314313|MYOM3|9	236
contig321340|EFHA1|9	220
contig315014|RAD21|11	308
contig131718|PHGDH|6	307
contig118222|SCGN|11	224
contig106487|RNF8|6	380
contig225136|C16orf93|6	415
contig345893|LY75-CD302|11	389
contig316740|TTC28|8	294
contig190307|VRK2|7	313
contig334083|MCAT|11	412
contig414052|PRKDC|8	399
contig352085|C19orf24|8	263
contig190623|ARAP2|7	192
contig201671|GOLIM4|8	283
contig314488|IFIH1|9	313
contig90970|CTSZ|3	309
contig316622|BICD2|11	232
contig206655|MORF4L1|6	230
contig211065|NUP54|6	223
contig112519|LSMD1|11	397
contig194091|EMG1|8	308
contig322502|DESI1|6	318
contig318819|SDAD1|11	274
contig179049|RPL39|4	154
contig318735|SNX19|8	311
contig44572|TPM1|8	290
contig134313|TNFRSF1A|8	305
contig315840|MAP3K1|6	317
contig314715|HIRIP3|11	396
contig145474|STUB1|6	231
contig399900|MSI2|6	328
contig210039|CHPT1|6	360
contig183296|PCCA|2	290
contig209338|GULP1|1	310
contig317077|KIF5A|7	240
contig190723|TMEM180|6	305
